rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
2203,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,2204,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22631,NA,NA,NA,NA,external-html,1,26034,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
41778,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,67813,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3478,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,72295,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,75302,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
15283,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,90586,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,93688,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Mike is being seduced by Dave</em>,NA,NA,NA,html-keyboard-response,7,96695,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is being seduced by NAME2,seduce_passive,sentence,NA,NA,NA,NA,NA
9642,NA,NA,NA,NA,survey-likert-extra-labels,8,106339,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Mike is being seduced by Dave</em>,seduce_passive,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Mike,The speaker identifies more with<br>Mike than Dave,right_to_left
null,Somebody says<br><em>Ruth is meeting Jane</em>,NA,NA,NA,html-keyboard-response,9,108342,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is meeting NAME2,meet_active,sentence,NA,NA,NA,NA,NA
4827,NA,NA,NA,NA,survey-likert-extra-labels,10,113170,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Ruth is meeting Jane</em>,meet_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Ruth than Jane,The speaker identifies more with<br>Jane than Ruth,left_to_right
null,Somebody says<br><em>Luke is being opposed by Jane</em>,NA,NA,NA,html-keyboard-response,11,115175,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is being opposed by NAME2,oppose_passive,sentence,NA,NA,NA,NA,NA
1819,NA,NA,NA,NA,survey-likert-extra-labels,12,116994,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Luke is being opposed by Jane</em>,oppose_passive,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Jane than Luke,The speaker identifies more with<br>Luke than Jane,right_to_left
null,Somebody says<br><em>Fred is touching Beth</em>,NA,NA,NA,html-keyboard-response,13,118994,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is touching NAME2,touch_active,sentence,NA,NA,NA,NA,NA
1503,NA,NA,NA,NA,survey-likert-extra-labels,14,120498,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Fred is touching Beth</em>,touch_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Beth than Fred,The speaker identifies more with<br>Fred than Beth,right_to_left
null,Somebody says<br><em>Jane is being touched by Mike</em>,NA,NA,NA,html-keyboard-response,15,122503,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is being touched by NAME2,touch_passive,sentence,NA,NA,NA,NA,NA
3829,NA,NA,NA,NA,survey-likert-extra-labels,16,126332,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Jane is being touched by Mike</em>,touch_passive,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Jane than Mike,The speaker identifies more with<br>Mike than Jane,left_to_right
null,Somebody says<br><em>Ruth is arguing with Fred</em>,NA,NA,NA,html-keyboard-response,17,128332,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is arguing with NAME2,argue_active,sentence,NA,NA,NA,NA,NA
2302,NA,NA,NA,NA,survey-likert-extra-labels,18,130636,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Ruth is arguing with Fred</em>,argue_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Ruth than Fred,The speaker identifies more with<br>Fred than Ruth,left_to_right
null,Somebody says<br><em>Jane is playing with Ruth</em>,NA,NA,NA,html-keyboard-response,19,132639,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is playing with NAME2,play_active,sentence,NA,NA,NA,NA,NA
2634,NA,NA,NA,NA,survey-likert-extra-labels,20,135271,0.0-13.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Jane is playing with Ruth</em>,play_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Jane than Ruth,The speaker identifies more with<br>Ruth than Jane,left_to_right
null,Somebody says<br><em>Fred is dancing with Luke</em>,NA,NA,NA,html-keyboard-response,21,137274,0.0-14.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is dancing with NAME2,dance_active,sentence,NA,NA,NA,NA,NA
3004,NA,NA,NA,NA,survey-likert-extra-labels,22,140280,0.0-14.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,NA,Somebody says<br><em>Fred is dancing with Luke</em>,dance_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Luke than Fred,The speaker identifies more with<br>Fred than Luke,right_to_left
null,Somebody says<br><em>Mike is kissing Jane</em>,NA,NA,NA,html-keyboard-response,23,142285,0.0-15.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c894c02c362b2e2941bf,36766,1A,man,NA,null,NAME1 is kissing NAME2,kiss_active,sentence,NA,NA,NA,NA,NA
