rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
1775,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,1776,0.0-0.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25286,NA,NA,NA,NA,external-html,1,28129,0.0-1.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
26694,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,54824,0.0-2.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2279,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,58106,0.0-3.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,61110,0.0-4.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
14247,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,75358,0.0-5.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,78291,0.0-6.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Kate is arguing with Luke</em>,NA,NA,NA,html-keyboard-response,7,81294,0.0-7.0-0.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,null,NAME1 is arguing with NAME2,argue_active,sentence,NA,NA,NA,NA,NA
7373,NA,NA,NA,NA,survey-likert-extra-labels,8,88671,0.0-7.0-1.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,Somebody says<br><em>Kate is arguing with Luke</em>,argue_active,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Kate than Luke,The speaker identifies more with<br>Luke than Kate,left_to_right
null,Somebody says<br><em>Ruth and Fred are talking with each other</em>,NA,NA,NA,html-keyboard-response,9,90673,0.0-8.0-0.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,null,NAME1 and NAME2 are talking with each other,talk_conjoined,sentence,NA,NA,NA,NA,NA
5786,NA,NA,NA,NA,survey-likert-extra-labels,10,96460,0.0-8.0-1.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,Somebody says<br><em>Ruth and Fred are talking with each other</em>,talk_conjoined,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Fred than Ruth,The speaker identifies more with<br>Ruth than Fred,right_to_left
null,Somebody says<br><em>Jane is carrying Beth,NA,NA,NA,html-keyboard-response,11,98463,0.0-9.0-0.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,null,W2 is carrying W4,carry,sentence,NA,NA,NA,NA,NA
14700,NA,NA,NA,NA,survey-likert-extra-labels,12,113165,0.0-9.0-1.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,NA,Somebody says<br><em>Jane is carrying Beth,carry,rating_volition,"{""Q0"":0}",[0],Jane is transporting Beth,Beth is transporting Jane,NA
null,Somebody says<br><em>Dave is touching Ruth</em>,NA,NA,NA,html-keyboard-response,13,115168,0.0-10.0-0.0,anomymised,6564584152624795c40b73cb,65645f28473602311cde1529,68620,1A,woman,NA,null,NAME1 is touching NAME2,touch_active,sentence,NA,NA,NA,NA,NA
