rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
11366.199999999953,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,11369,0.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24246.199999999953,NA,NA,NA,NA,external-html,1,36695,0.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
63943,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,100639,0.0-2.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20213.40000000014,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,121863,0.0-3.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,124867,0.0-4.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
13746.5,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,138615,0.0-5.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4961.799999999814,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,144591,0.0-6.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Luke is being looked at by Fred</em>,NA,NA,NA,html-keyboard-response,7,147599,0.0-7.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is being looked at by NAME2,look_passive,sentence,NA,NA,NA,NA,NA
24742.300000000047,NA,NA,NA,NA,survey-likert-extra-labels,8,172343,0.0-7.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,Somebody says<br><em>Luke is being looked at by Fred</em>,look_passive,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Fred than Luke,The speaker identifies more with<br>Luke than Fred,right_to_left
null,Somebody says<br><em>Dave is playing with Beth</em>,NA,NA,NA,html-keyboard-response,9,174356,0.0-8.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is playing with NAME2,play_active,sentence,NA,NA,NA,NA,NA
4841.899999999907,NA,NA,NA,NA,survey-likert-extra-labels,10,179199,0.0-8.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,Somebody says<br><em>Dave is playing with Beth</em>,play_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Beth than Dave,The speaker identifies more with<br>Dave than Beth,right_to_left
null,Somebody says<br><em>Kate is shouting at Mike</em>,NA,NA,NA,html-keyboard-response,11,181205,0.0-9.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is shouting at NAME2,shout_active,sentence,NA,NA,NA,NA,NA
3929.600000000093,NA,NA,NA,NA,survey-likert-extra-labels,12,185135,0.0-9.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,Somebody says<br><em>Kate is shouting at Mike</em>,shout_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Mike than Kate,The speaker identifies more with<br>Kate than Mike,right_to_left
null,Somebody says<br><em>Jane is hugging Fred</em>,NA,NA,NA,html-keyboard-response,13,187142,0.0-10.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is hugging NAME2,hug_active,sentence,NA,NA,NA,NA,NA
3848.1999999999534,NA,NA,NA,NA,survey-likert-extra-labels,14,190991,0.0-10.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,Somebody says<br><em>Jane is hugging Fred</em>,hug_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Jane than Fred,The speaker identifies more with<br>Fred than Jane,left_to_right
null,Somebody says<br><em>Kate is greeting Mike</em>,NA,NA,NA,html-keyboard-response,15,192997,0.0-11.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is greeting NAME2,greet_active,sentence,NA,NA,NA,NA,NA
2537.8000000000466,NA,NA,NA,NA,survey-likert-extra-labels,16,195535,0.0-11.0-1.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,NA,Somebody says<br><em>Kate is greeting Mike</em>,greet_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Mike than Kate,The speaker identifies more with<br>Kate than Mike,right_to_left
null,Somebody says<br><em>Dave is being touched by Jane</em>,NA,NA,NA,html-keyboard-response,17,197551,0.0-12.0-0.0,anomymised,6564584152624795c40b73cb,65645f51388724822ff0ad85,64486,1A,woman,NA,null,NAME1 is being touched by NAME2,touch_passive,sentence,NA,NA,NA,NA,NA
