rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
4075.600000023842,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,4089,0.0-0.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8951.5,NA,NA,NA,NA,external-html,1,14111,0.0-1.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
57404.5,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,71520,0.0-2.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281.5999999940395,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,74813,0.0-3.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,77849,0.0-4.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
20359,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,98210,0.0-5.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799.699999988079,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,101014,0.0-6.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Mike is touching Fred</em>,NA,NA,NA,html-keyboard-response,7,104036,0.0-7.0-0.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,null,NAME1 is touching NAME2,touch_active,sentence,NA,NA,NA,NA,NA
4910.699999988079,NA,NA,NA,NA,survey-likert-extra-labels,8,108954,0.0-7.0-1.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,NA,Somebody says<br><em>Mike is touching Fred</em>,touch_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Mike than Fred,The speaker identifies more with<br>Fred than Mike,left_to_right
null,Somebody says<br><em>Dave and Fred are talking with each other</em>,NA,NA,NA,html-keyboard-response,9,110969,0.0-8.0-0.0,anomymised,6564584152624795c40b73cb,6564bda6b65aad826f6cd4e8,35623,1A,woman,NA,null,NAME1 and NAME2 are talking with each other,talk_conjoined,sentence,NA,NA,NA,NA,NA
