rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
70139.19999998808,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,70143,0.0-0.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29531.899999976158,NA,NA,NA,NA,external-html,1,100758,0.0-1.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
96087,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,196848,0.0-2.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14965.90000000596,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,212824,0.0-3.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,215837,0.0-4.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
46817.80000001192,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,262658,0.0-5.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6916.5,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,270578,0.0-6.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Mike is being shouted at by Jane</em>,NA,NA,NA,html-keyboard-response,7,273586,0.0-7.0-0.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,null,NAME1 is being shouted at by NAME2,shout_passive,sentence,NA,NA,NA,NA,NA
10558.799999982119,NA,NA,NA,NA,survey-likert-extra-labels,8,284147,0.0-7.0-1.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,Somebody says<br><em>Mike is being shouted at by Jane</em>,shout_passive,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Jane than Mike,The speaker identifies more with<br>Mike than Jane,right_to_left
null,Somebody says<br><em>Dave and Jane are touching each other</em>,NA,NA,NA,html-keyboard-response,9,286154,0.0-8.0-0.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,null,NAME1 and NAME2 are touching each other,touch_conjoined,sentence,NA,NA,NA,NA,NA
8079.700000017881,NA,NA,NA,NA,survey-likert-extra-labels,10,294235,0.0-8.0-1.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,Somebody says<br><em>Dave and Jane are touching each other</em>,touch_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Jane,The speaker identifies more with<br>Jane than Dave,left_to_right
null,Somebody says<br><em>Jane is meeting Beth</em>,NA,NA,NA,html-keyboard-response,11,296237,0.0-9.0-0.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,null,NAME1 is meeting NAME2,meet_active,sentence,NA,NA,NA,NA,NA
47172.69999998808,NA,NA,NA,NA,survey-likert-extra-labels,12,343412,0.0-9.0-1.0,anomymised,6564584152624795c40b73cb,65645f1717f3d809602eccc2,24673,1A,woman,NA,NA,Somebody says<br><em>Jane is meeting Beth</em>,meet_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Jane than Beth,The speaker identifies more with<br>Beth than Jane,left_to_right
